#separator:tab
#html:false
#deck column:1
#tags column:4
#columns:Deck	Front	Back	Tags
認知脳科学::11_言語	言語の脳内機構は伝統的に何の事例から調べられてきた？	失語症（aphasia）の事例	認知脳科学 第11回_言語
認知脳科学::11_言語	利き手にかかわらず、多くのヒトで言語機能が優位な半球は？	左半球（約90%のヒトで発話・言語に優位）	認知脳科学 第11回_言語
認知脳科学::11_言語	右半球が言語で担う役割は？	発話のプロソディ（韻律）やリズムの制御	認知脳科学 第11回_言語
認知脳科学::11_言語	分離脳の実験で、左視野（右半球）に単語を提示するとどうなる？	単語では回答できないが、左手で絵は描ける（言語での報告は左半球到達時のみ可能）	認知脳科学 第11回_言語
認知脳科学::11_言語	Broca失語とWernicke失語の損傷部位と主症状は？	Broca＝左前頭葉Broca野・生成が困難（非流暢）／Wernicke＝左側頭葉Wernicke野・理解が困難（流暢だが意味不明）	認知脳科学 第11回_言語
認知脳科学::11_言語	Broca失語で出やすい語と出にくい語は？	内容語（名詞・動詞・形容詞・副詞）は出るが、機能語（a, the, in など）が出ない	認知脳科学 第11回_言語
認知脳科学::11_言語	失文法の患者が能動/受動の理解課題で示す成績は？	チャンスレベル（50%）に落ちる＝文法を理解できていない	認知脳科学 第11回_言語
認知脳科学::11_言語	人工文法課題でRule違反の検出時に活動が確認される脳部位は？	Broca野（規則ベースの処理に関与）	認知脳科学 第11回_言語
認知脳科学::11_言語	FOXP2遺伝子変異（KE家系）の症状と脳の異常部位は？	音の復唱困難・動詞の過去時制を作れない／Brocaを含む左下前頭葉・大脳基底核の尾状核	認知脳科学 第11回_言語
認知脳科学::11_言語	構音障害に関与する、Broca野近傍の部位は？	島皮質（insular cortex、左中心前回付近／Dronkers 1996）	認知脳科学 第11回_言語
認知脳科学::11_言語	発語失行（apraxia of speech）とはどんな障害？	舌・唇・咽頭の運動をプログラムし、一連の発音を生成する能力の障害	認知脳科学 第11回_言語
認知脳科学::11_言語	舌端現象（TOT）で活動が上昇する部位は？	島皮質／前頭前野	認知脳科学 第11回_言語
認知脳科学::11_言語	ミラーニューロンが最初に発見された動物と部位は？	アカゲザルの腹側運動前野吻側部（Rizzolattiら）	認知脳科学 第11回_言語
認知脳科学::11_言語	ミラーニューロンシステムの働きとして最も妥当な仮説は？	シミュレーション仮説（他者運動を自己の運動プログラムで再現し理解する）	認知脳科学 第11回_言語
認知脳科学::11_言語	純粋語聾（pure word deafness）の症状と損傷部位は？	音は聞こえ情動も認識できるが「語」がわからない／左側頭葉（上側頭葉）損傷	認知脳科学 第11回_言語
認知脳科学::11_言語	超皮質性感覚失語の特徴は？	意味がわからないのに復唱はできる（後部言語野の損傷、Wernicke-Broca直接結合は保たれる）	認知脳科学 第11回_言語
認知脳科学::11_言語	伝導失語の原因となる損傷部位は？	弓状束（arcuate fasciculus、Wernicke野とBroca野を結ぶ白質線維）	認知脳科学 第11回_言語
認知脳科学::11_言語	伝導失語で復唱できる語とできない語は？	知っている単語は復唱できるが、無意味語は復唱できない（文では意味を保った言い換えが起こる）	認知脳科学 第11回_言語
認知脳科学::11_言語	弓状束の系統比較でヒトに特徴的な点は？	AF（弓状束）の結合がヒトで最も強く左半球優位、ヒト以外では弱い	認知脳科学 第11回_言語
認知脳科学::11_言語	聾者と健聴者で共通して賦活する言語関連領域は？	左下前頭回（Broca野）と左頭頂葉の縁上回（Supramarginal Gyrus）	認知脳科学 第11回_言語
認知脳科学::11_言語	失名詞失語（失名詞）の損傷部位と、自発発話/理解/復唱/呼称の4指標は？	損傷部位＝頭頂葉と側頭葉のさまざまな部分。自発発話は流暢・理解は良好・復唱は良好で、呼称のみ劣る。	認知脳科学 第11回_言語
認知脳科学::11_言語	表14.1でBroca失語の復唱はどう記されているか？	劣る（ただし自発発話よりはよいかもしれない、と注記される）。	認知脳科学 第11回_言語
認知脳科学::11_言語	純粋語聾で、自発発話・理解・復唱・呼称のうち良好なのはどれか？	呼称のみ良好。自発発話は流暢だが理解・復唱は劣る。	認知脳科学 第11回_言語
認知脳科学::11_言語	失文法患者が能動/受動の理解課題でチャンスレベルに落ちることを示した研究者は？	Schwartz et al., 1980。	認知脳科学 第11回_言語
認知脳科学::11_言語	Opitz & Friederici(2004)の人工文法課題で、Word条件とRule条件の違いは？	Word条件は語（gum/plox）を入れ替えるが文法ルールは保持、Rule条件は文法ルールが崩れる。Rule違反の検出でBroca野が活動。	認知脳科学 第11回_言語
認知脳科学::11_言語	FOXP2の変異（KE家系）が生じている染色体は？	第7染色体（の一遺伝子の変異）。	認知脳科学 第11回_言語
認知脳科学::11_言語	音声言語理解の障害に共通する損傷領域はどこか（Sharp et al., 2004）？	左半球上側頭葉前部。	認知脳科学 第11回_言語
認知脳科学::11_言語	Scott(2000)における音韻情報の刺激と意味情報の刺激の作り方は？	音韻情報＝音は保持するが意味が聞き取れない刺激。意味情報＝周波数の大部分を取り除くが理解可能な状態にした音。	認知脳科学 第11回_言語
認知脳科学::11_言語	弓状束（arcuate fasciculus）の解剖学的位置は？	外側裂の上方、頭頂葉下の白質部分（Wernicke野とBroca野を結ぶ）。	認知脳科学 第11回_言語
認知脳科学::11_言語	伝導失語で復唱できる語とできない無意味語の具体例は？	bicycle（既知語）は復唱可、blaynge・rilldo（無意味語）は復唱不可。	認知脳科学 第11回_言語
認知脳科学::11_言語	弓状束の系統比較（Balezeau et al., 2020）で、チンパンジーとマカクの結合はどうか？	チンパンジーは相同あり、マカクは議論あり。ヒトで最も強く左半球優位（left-lateralized）。	認知脳科学 第11回_言語
認知脳科学::11_言語	MacSweeneyら(2008)の聾者研究で用いた課題の内容は？	書字が音韻を含むか否かを判断させる課題（音韻処理が音声に依存するか言語そのものに依存するかを検討）。	認知脳科学 第11回_言語
認知脳科学::11_言語	ミラーニューロンで「模倣仮説」が不適とされる理由は？	模倣をしないサルでもミラーニューロンが見つかっているため。	認知脳科学 第11回_言語
認知脳科学::11_言語	縁上回（Supramarginal Gyrus）と関連づけられる記憶機構は？	音韻ループ。	認知脳科学 第11回_言語
認知脳科学::11_言語	ヒトの言語と比較される動物の音声コミュニケーションの例を2つ挙げよ。	捕食者の種類ごとに異なるサルの警戒声（意味的コミュニケーションの萌芽）、ヨウムのアレックス。	認知脳科学 第11回_言語
